age,income,loan_amount,loan_term,employment_years,credit_score,has_other_loans,approved
19,81410,62636,24,0,678,0,0
23,19687,17119,24,1,653,1,0
57,134925,60544,36,24,649,1,0
37,149109,38274,60,10,577,0,0
68,143028,64591,36,30,783,0,1
42,96300,37992,6,7,422,0,0
31,73550,45742,48,8,827,1,0
50,22520,2720,12,2,553,1,0
22,125679,17471,36,2,653,1,0
24,45786,67210,24,5,347,1,0
53,112152,18692,60,14,530,1,0
67,16968,8373,48,32,615,0,1
54,68625,53645,24,31,614,1,0
70,80651,63809,24,1,462,1,0
47,80970,65001,36,12,611,1,0
33,33924,33219,6,6,707,1,1
63,16411,28987,12,14,840,1,0
31,27358,63334,24,9,561,1,0
59,25896,45699,6,40,457,1,0
25,128772,64576,60,7,325,1,0
58,82951,18195,6,1,685,0,1
65,40148,51300,6,43,365,0,0
35,77918,66845,24,11,705,1,1
70,126904,19285,60,28,319,1,0
41,40462,64578,60,20,811,1,0
54,81026,37741,6,6,780,0,0
42,146429,18470,6,24,308,1,0
63,86568,69921,6,12,754,1,0
65,97221,11493,6,26,763,1,0
45,59714,54914,48,13,758,1,1
21,111587,19801,24,3,680,0,0
50,54804,49046,12,21,830,0,1
61,59189,53816,12,34,634,0,1
51,122905,33318,12,32,493,1,0
46,65066,31496,60,5,697,1,0
21,64909,64273,12,3,668,1,0
65,38384,2044,48,25,526,0,0
23,136656,19870,60,0,569,0,0
23,43752,26000,48,3,325,0,0
44,103671,34586,60,17,381,0,0
26,85685,16027,6,7,691,0,1
23,72164,60137,36,3,778,1,1
26,118145,46033,36,0,753,0,1
30,34522,63531,24,2,449,1,0
40,105711,68349,60,20,346,0,0
41,47312,48922,60,17,658,1,0
52,127128,44091,60,20,430,1,0
25,89641,43134,12,5,723,1,1
54,9743,40656,36,8,377,1,0
25,148311,19454,60,3,800,0,1
27,86676,14875,12,3,530,1,0
60,138146,35712,60,14,462,1,0
24,117528,18960,24,4,613,0,1
19,96110,7177,36,0,724,0,1
42,41524,46135,36,4,631,1,0
57,62594,8185,60,20,440,0,1
24,32293,41907,60,4,829,0,1
65,80142,29652,36,0,417,0,1
22,42756,67685,24,1,354,0,1
30,22614,11747,24,1,579,0,0
69,45737,28137,48,10,653,1,1
65,110057,41360,36,44,663,1,1
19,56463,52819,36,0,350,0,0
18,123790,9526,24,0,552,0,1
30,27629,41165,48,7,507,1,0
30,48985,53964,24,11,707,0,0
36,115570,53262,48,14,407,1,0
69,31740,52817,6,24,679,0,0
42,51161,55998,48,10,754,1,0
22,31935,36917,36,0,708,0,1
33,68728,3688,60,0,694,0,1
18,24574,47172,6,0,643,0,0
26,12362,62984,12,8,828,1,0
65,17268,37299,60,35,711,1,0
40,96411,24305,60,14,503,0,1
24,83508,33895,36,0,731,1,1
49,71340,18275,36,26,841,0,1
19,78908,21871,24,1,318,1,1
69,63197,46990,36,51,699,0,0
56,148832,15154,36,27,715,0,1
60,126445,11229,12,24,619,0,0
46,128604,25650,36,16,497,0,1
41,132616,33323,60,21,426,0,0
53,42794,18264,12,9,352,0,0
24,97303,65562,6,1,475,0,0
59,148874,37004,48,32,827,1,1
18,104850,34813,12,0,678,0,1
55,22973,9902,36,6,703,1,1
53,117456,55192,60,1,481,1,0
56,123285,58691,24,8,830,1,0
58,98321,52940,48,31,497,0,1
48,37929,24804,48,8,757,0,1
29,51038,6584,6,5,576,0,1
54,125799,58928,12,20,498,1,0
53,19715,51435,60,17,447,0,0
67,10952,67439,12,34,619,1,0
19,104846,49683,12,1,686,0,1
61,137739,5777,24,6,813,1,1
56,84958,28776,36,8,446,1,1
52,24602,60991,12,25,817,0,1
41,131917,51574,48,14,803,1,0
45,14960,26020,48,4,304,1,0
39,90742,28833,36,14,766,1,1
58,26967,58886,36,40,427,0,0
30,43200,25168,36,11,489,0,1
41,85931,37652,60,13,681,0,0
27,131993,23700,12,1,701,1,1
70,48522,25668,60,32,740,0,0
65,66654,26056,6,15,535,0,0
42,43941,20434,36,2,486,0,0
60,131900,69001,36,15,626,0,0
66,135186,23803,24,32,849,0,1
67,128274,65224,60,39,791,0,1
48,71558,28666,48,1,507,1,0
48,15155,63734,48,24,767,1,0
33,90016,41685,12,9,706,1,1
68,133985,18567,48,7,423,0,0
65,42468,2111,60,7,845,0,1
39,148897,32112,12,10,567,0,0
68,109337,43977,36,24,419,1,0
35,68884,2773,6,5,353,1,0
61,46004,22541,12,15,449,0,1
30,149104,18378,36,5,779,1,0
51,149607,60487,60,19,536,1,0
28,133616,57936,24,4,762,0,0
43,53380,48546,36,25,519,0,0
22,45016,40704,36,4,577,1,0
62,32671,25692,24,29,513,0,0
43,45911,25224,12,9,684,0,1
51,105100,52945,6,17,373,1,0
30,46275,35048,60,4,587,1,0
60,92642,69037,12,35,739,0,0
21,112041,51923,36,2,319,1,0
35,106182,41537,36,17,545,0,1
18,86679,47912,48,0,469,1,0
20,81869,65525,60,0,770,1,1
26,40588,10314,36,8,325,0,0
26,145326,23659,48,6,750,1,0
56,112981,55858,12,34,661,0,0
31,100943,30792,60,6,586,0,0
32,129778,14608,6,12,459,0,0
56,63632,26157,48,16,705,0,0
27,72304,14107,48,9,412,0,0
35,138991,9672,24,14,491,1,1
39,122329,61704,12,19,650,0,1
42,134151,34480,6,5,596,1,0
56,76693,37221,12,37,418,0,0
39,98360,25815,12,21,310,1,0
30,80454,6131,36,2,609,0,1
29,22391,36835,60,6,313,1,0
28,74151,58398,12,6,341,1,0
44,59024,12206,24,14,473,0,1
22,102588,4979,6,1,416,1,0
24,10454,24313,60,1,307,1,0
60,9630,15682,48,25,535,0,0
39,114589,20798,60,19,374,1,1
60,49384,1814,48,38,624,0,1
21,78787,36517,12,3,752,0,0
44,8664,33063,6,0,608,0,1
33,95468,34104,12,7,696,1,0
44,45750,11773,36,15,659,1,0
33,30500,52754,12,3,654,0,1
40,148766,63603,36,17,376,1,0
54,38522,11167,48,17,495,0,1
35,100570,25954,6,9,742,1,1
57,138808,34814,12,36,443,0,1
63,129169,43382,12,38,358,1,0
30,15015,34317,12,8,439,0,0
55,104473,63794,60,12,406,0,0
49,111692,4744,24,15,625,1,1
37,81365,6364,6,2,436,1,0
33,145944,35727,36,9,304,1,0
63,85577,16694,6,8,616,0,1
42,113282,55444,36,13,525,1,0
46,54655,46270,60,11,616,1,0
46,122285,56248,60,6,368,0,1
39,61128,29934,48,10,510,1,0
53,75873,29855,12,5,841,0,1
20,101756,11718,36,0,526,0,1
25,17047,39273,12,5,556,0,0
28,43418,42383,36,7,463,1,1
70,86477,28541,12,35,500,1,0
32,143697,9085,12,2,562,1,1
34,139275,17116,6,15,686,1,0
37,108532,49125,24,2,693,1,0
51,95389,20901,24,25,751,1,1
42,77210,31075,60,2,583,0,0
28,63550,32223,6,9,711,1,1
23,56270,49646,36,4,630,0,0
45,48109,62318,36,16,621,0,1
31,138080,64302,48,3,385,1,0
25,146244,1541,48,3,466,0,0
28,46601,3187,60,0,369,0,0
70,68730,40180,24,51,449,0,0
30,37428,27062,24,1,702,1,0
52,19305,18140,6,12,694,1,0
30,81130,18416,36,8,800,1,1
55,73524,37002,12,16,566,0,0
18,132582,57379,6,0,737,0,1
33,23736,10607,60,3,463,1,0
29,132465,18721,60,11,390,1,0
60,27384,16840,6,36,763,1,1
50,9610,56114,6,22,481,0,0
55,56473,27382,48,14,457,1,0
56,59439,40375,36,33,394,1,0
21,54425,5626,36,0,481,0,0
65,19259,44759,48,21,704,0,0
62,20074,16853,48,36,846,0,0
53,80533,37980,24,8,359,1,0
34,60674,31654,24,12,653,0,0
64,108653,43252,6,27,798,1,1
26,140165,51149,60,4,690,1,0
48,54926,69689,48,21,444,1,0
44,71536,67238,36,26,704,1,1
47,68605,7892,24,25,773,0,1
27,8019,19622,12,6,428,1,0
24,53184,8361,24,5,798,0,1
43,128084,1702,48,14,536,1,0
63,98126,2366,48,18,494,0,1
46,35729,7580,12,22,585,0,0
69,99458,21383,36,22,719,0,1
62,88824,17463,60,32,632,1,0
61,82253,11942,24,41,492,1,0
35,37878,25528,6,11,503,1,0
57,44179,13762,24,2,654,1,0
34,113676,67482,36,3,430,1,0
25,48125,26678,6,0,554,1,0
30,45797,31806,24,8,624,0,0
38,21103,14225,6,7,808,1,0
61,12560,38238,48,34,759,1,0
68,39088,3472,12,19,745,0,1
40,53756,9805,6,19,752,1,1
20,22677,61238,48,1,462,0,0
54,112106,67667,48,12,512,0,1
69,123181,36839,24,10,590,0,0
48,21839,28046,6,4,605,0,1
66,43098,36924,6,0,761,1,1
27,145808,23890,6,8,347,0,0
19,66778,16727,36,1,505,1,0
54,57868,69274,12,6,724,0,1
54,19482,26540,48,34,645,1,1
43,105744,56592,48,5,711,0,1
55,110687,13290,24,28,705,0,1
61,75441,56318,48,38,570,0,0
59,136253,40529,48,6,327,1,0
53,119380,8159,36,10,582,1,0
18,15332,8469,48,0,822,1,1
18,53179,46691,60,0,527,1,0
22,43561,8061,36,0,474,1,1
65,135628,54644,60,9,806,1,1
59,38075,47440,60,14,605,1,0
27,71548,37651,48,0,780,1,1
39,101171,61415,6,20,303,0,1
55,39213,27723,12,0,580,1,0
40,117354,49092,6,2,555,1,0
45,70765,39556,36,17,600,0,0
69,105732,26342,6,49,590,0,0
48,64322,40898,36,29,549,0,1
69,122968,68410,12,17,458,0,0
43,84291,21755,60,0,418,1,0
63,135673,36447,12,35,529,1,1
25,81096,47698,24,3,701,1,0
25,80976,20356,6,5,820,1,1
31,13116,1723,12,3,737,0,1
55,114204,26251,48,31,815,1,1
26,140903,63258,12,4,484,1,1
23,118529,8112,24,3,516,1,0
46,19110,52772,36,28,540,0,0
60,19820,13027,24,4,637,1,0
31,91466,66457,24,12,513,0,1
36,71589,35394,12,1,448,0,0
46,139783,9343,6,0,413,1,0
65,37761,51723,12,24,820,0,1
66,146091,45069,48,1,825,0,0
51,15771,6472,24,23,500,0,0
29,120182,29106,60,2,807,0,1
63,85857,1384,24,35,641,0,0
68,144558,37307,60,42,565,1,0
39,36749,37518,6,11,699,1,0
22,9351,18235,12,4,773,0,1
32,135857,32267,6,1,529,1,0
46,97054,36482,60,25,689,0,1
43,42997,45292,12,12,823,1,0
43,111063,39767,12,15,682,1,0
22,132847,59788,6,0,716,0,0
30,45605,14965,48,11,833,1,0
33,90812,56900,24,2,397,1,0
31,73430,16981,60,4,760,1,1
31,10416,41496,36,5,665,1,0
29,119593,58667,6,10,408,1,0
44,82488,55768,12,12,710,1,1
26,95358,61342,60,2,803,1,1
57,101634,47291,36,2,596,0,0
28,35579,13611,36,3,448,0,1
48,78985,36457,12,18,762,1,1
63,13504,3919,48,30,812,0,0
64,52632,65028,6,34,687,1,1
38,40575,57734,12,11,825,0,1
40,19457,33005,6,16,660,0,0
47,129435,54945,6,22,341,1,0
59,105092,45280,6,13,504,1,0
39,76972,37392,24,5,849,1,1
25,52710,2809,36,2,335,0,0
66,71312,7829,12,14,410,0,1
39,75861,22426,60,18,369,1,0
25,11292,3753,6,4,428,1,0
49,95560,47641,12,21,710,1,0
48,131874,63526,60,5,584,0,1
38,142232,6416,36,8,588,1,0
62,72919,14953,12,17,413,0,0
29,141822,60264,12,5,765,1,1
35,42348,38023,12,10,554,1,1
65,84237,16984,60,2,806,1,1
47,132707,54086,36,22,821,0,1
40,110854,62465,48,20,451,0,0
68,88343,53801,6,27,300,1,0
37,149790,40751,24,1,474,0,1
57,36624,47685,60,21,534,0,0
59,118917,64188,36,31,769,0,1
44,38111,23361,24,25,392,1,0
49,33055,46159,60,15,388,1,1
41,149587,14656,60,9,623,0,1
58,9933,4055,12,38,581,1,0
70,139200,59499,24,35,492,0,1
58,138640,68585,36,25,348,0,0
20,94478,43767,6,2,565,0,0
68,109652,11767,48,20,572,0,1
36,57382,18410,36,1,393,0,1
25,50174,48564,36,5,527,1,0
36,19448,61891,60,11,311,1,0
21,68818,37426,24,3,667,1,0
23,22369,12862,60,2,626,0,0
53,136067,65096,6,10,750,1,1
21,51380,54645,36,2,351,0,0
57,148600,57047,48,16,788,1,1
56,89131,24677,24,32,744,1,1
70,20082,31008,48,35,454,1,0
63,39293,37142,6,4,762,0,1
28,85330,37591,36,5,435,1,0
56,112595,39101,36,10,630,0,1
67,55684,48721,48,14,678,0,0
29,123798,28730,48,1,633,1,1
44,81262,23471,24,13,639,0,0
60,44695,43614,12,23,521,0,0
54,80202,6710,6,9,739,0,1
26,134521,66248,24,4,814,0,1
67,131080,30934,36,9,750,0,0
32,15376,4716,24,11,844,0,1
18,133249,4541,36,0,463,1,0
22,70663,30718,48,1,777,0,0
60,57632,33619,12,1,577,0,0
21,92693,64691,36,0,484,1,0
67,125047,25118,6,38,426,1,0
41,44841,55331,24,4,745,1,1
35,10800,24363,36,14,709,0,1
59,66556,17717,24,4,350,1,0
37,94609,18974,48,2,373,1,0
36,75620,8070,12,7,436,1,1
24,46536,18742,36,0,797,1,0
31,146681,66991,6,8,519,0,0
60,34534,58461,36,27,737,1,1
21,24651,50410,6,0,777,0,0
29,109955,51459,60,0,353,1,0
19,53468,33180,48,0,838,1,0
56,44678,8004,24,14,755,1,1
36,25687,11023,24,12,314,1,0
31,79160,39744,6,10,582,0,0
47,144016,66079,24,8,342,0,0
38,69777,37070,48,13,673,1,0
28,31112,11476,12,6,425,1,0
29,56888,12465,6,3,369,0,1
20,33932,49318,48,1,401,0,0
60,73165,50888,48,15,693,1,0
59,138796,9780,6,41,753,1,1
46,68590,14696,12,8,626,0,1
63,142693,56085,60,5,492,0,1
35,132800,42779,24,0,790,1,1
56,62935,63008,6,29,731,1,1
40,25667,47532,12,11,713,0,0
24,137092,38488,24,4,378,0,0
61,40055,62317,24,26,323,1,0
40,135335,8231,24,15,633,1,1
58,130247,33969,6,8,300,0,0
46,147777,39144,6,5,497,1,0
61,29741,67022,6,15,543,0,0
37,55684,37091,24,2,568,1,0
43,28902,11046,36,5,346,0,1
35,119991,40421,6,3,437,0,0
20,81291,46373,60,1,834,1,1
47,118319,37615,6,25,791,0,1
70,119843,54339,36,49,376,0,0
29,141106,61857,60,7,480,0,0
66,32176,49060,36,32,463,0,0
35,72326,29443,6,11,619,0,0
60,50423,67903,48,3,533,0,0
42,93704,56039,36,4,426,1,0
29,100440,4402,36,9,536,1,1
31,87487,57305,6,4,510,1,0
27,101565,23817,36,9,621,1,1
56,60643,13924,36,17,575,1,0
51,81492,67560,60,2,376,1,0
38,71224,29870,12,12,705,1,0
58,109465,31847,48,20,606,0,0
44,126812,4915,24,22,678,1,1
20,9794,50514,36,1,664,1,0
49,75199,64237,24,15,391,1,0
47,44034,40212,48,21,717,0,0
44,73883,62742,36,5,493,0,0
28,70695,20614,36,8,406,1,0
38,13347,16621,60,15,820,1,1
23,97462,42036,36,5,599,0,0
26,147794,32034,48,6,371,1,0
25,130872,26402,12,3,577,0,1
29,35710,22252,12,4,495,0,0
21,100364,19775,12,0,737,1,1
49,109099,8611,48,23,720,0,1
53,33027,31050,60,15,349,1,0
36,92244,49522,36,5,321,1,1
63,60174,43881,24,43,571,0,0
27,30906,7448,12,8,824,1,1
47,61628,36364,6,1,525,1,0
59,101431,56334,12,2,424,1,0
68,17408,8554,12,43,741,1,0
29,131855,10860,24,9,826,1,1
66,21687,48873,6,32,477,0,0
25,67748,16098,36,1,570,1,0
35,101701,5947,60,17,555,0,1
23,133535,42029,24,2,826,1,1
28,68194,24863,6,3,347,1,0
27,53756,37468,36,0,753,0,0
55,107671,30663,6,33,518,0,1
32,70564,11740,48,1,322,1,0
30,12399,26818,60,4,744,1,0
33,131229,57784,60,6,543,0,0
31,67105,6285,48,9,818,1,0
60,77291,5388,12,18,508,0,1
36,41982,59828,60,15,366,1,0
23,31809,55924,12,2,638,1,0
65,95402,30770,24,1,576,1,1
51,54235,54632,12,0,842,0,0
47,24052,45332,6,22,638,1,0
35,148912,15601,24,15,408,1,0
20,137257,44609,12,0,836,1,1
57,24263,19016,12,35,373,1,0
25,137663,20660,36,4,393,0,1
42,58128,15951,6,22,497,0,0
35,39445,33195,60,16,825,1,1
60,18818,58338,48,32,711,0,1
44,40368,46316,24,23,366,1,0
58,131617,17872,60,26,789,1,0
44,61012,58915,6,15,457,0,0
19,22440,24574,36,0,526,0,0
52,13689,48474,60,4,839,1,0
19,39031,45188,36,1,398,0,0
19,70604,69552,36,1,627,0,1
54,53148,44377,12,13,540,0,0
70,102557,61145,24,24,629,1,0
18,56890,45024,12,0,755,0,1
67,107638,49017,24,14,591,0,1
22,36509,46522,60,1,319,1,0
18,140311,19693,36,0,527,1,0
51,26160,48117,6,15,829,1,1
26,56171,67926,24,4,771,1,1
35,82117,12242,36,2,620,0,0
40,62529,17440,36,14,696,1,1
68,135779,22846,48,31,500,0,1
28,134834,63860,12,0,685,1,0
20,132697,17398,12,0,388,1,1
52,62235,57533,24,14,458,1,0
60,59922,14500,12,16,604,1,1
25,126151,31949,36,1,324,1,0
20,147125,34176,6,0,731,0,0
49,26511,22386,60,3,504,0,0
21,127577,1766,48,3,707,0,1
42,34354,20786,36,0,519,1,0
19,64871,34327,12,0,425,0,0
50,85484,66422,6,15,707,1,1
22,58441,21381,60,2,363,1,0
48,100199,68940,12,20,322,1,0
64,137875,67354,60,41,329,1,0
50,134700,34598,24,16,580,1,0
67,43220,60178,36,9,791,1,0
21,76079,58218,12,3,676,0,0
23,118761,38738,12,1,579,1,0
42,21846,66860,48,11,679,0,0
20,44579,57833,36,2,752,1,0
55,96386,24723,48,6,563,0,1
23,103340,34174,6,4,708,0,1
21,81643,64961,24,1,385,1,0
52,142767,54947,24,8,487,0,1
68,144855,50341,60,28,639,0,1
64,24165,21178,36,4,789,1,0
44,19175,14947,36,20,799,1,0
28,64821,66159,36,8,781,1,0
32,41557,45056,36,13,846,0,1
64,63512,5264,36,16,683,0,1
25,111066,26822,6,6,497,0,1
19,31447,29775,12,1,808,0,1
61,79545,17878,24,13,387,0,1
62,99507,35621,60,14,300,0,0
18,109361,6465,48,0,768,0,1
37,105636,30918,6,14,382,0,0
39,62084,69224,36,11,319,1,0
43,52393,49030,60,22,418,0,0
48,77475,59216,60,15,563,1,0
53,110994,24645,36,10,547,0,1
35,106038,25993,48,1,438,0,1
65,121262,4499,48,41,774,1,0
50,40796,13549,24,12,713,0,1
51,93186,13453,6,26,597,0,1
21,76956,2116,24,1,453,0,0
70,88059,61675,36,46,402,0,0
33,130421,7056,24,8,845,1,0
30,92074,5429,12,7,644,1,0
49,105068,32399,24,18,322,1,0
43,133507,47880,60,20,629,0,0
18,146939,35258,12,0,706,1,1
69,70525,69917,12,18,820,0,1
19,67448,26704,24,0,449,1,0
61,93741,8378,60,27,604,0,0
55,43324,52510,48,10,541,0,1
55,16244,45066,12,27,676,1,0
56,88957,8259,24,19,312,1,1
40,87743,54010,6,12,713,0,1
52,130764,50748,24,22,368,1,0
50,28999,9666,36,29,622,1,0
35,71471,1044,60,9,616,0,1
42,14083,55737,12,4,722,0,1
47,50511,10227,24,26,449,1,0
59,128782,36546,24,7,451,1,0
43,113521,56906,60,23,394,0,1
18,105394,6334,24,0,359,1,0
23,140977,7797,48,0,627,0,0
26,122161,10598,12,3,438,1,1
58,48311,13298,12,40,521,1,1
43,56596,66861,6,5,313,1,0
38,91617,25451,24,2,374,1,1
48,60655,65187,6,14,479,0,0
23,16172,12767,6,4,792,1,1
60,106709,63490,24,13,808,1,0
50,136755,13200,12,24,794,0,1
27,53250,26285,60,4,395,0,0
45,48383,69551,6,14,587,0,0
38,116847,5729,6,20,583,1,0
31,140837,24566,12,12,373,0,1
34,53805,18924,12,1,384,1,1
30,46026,50082,6,4,612,0,1
65,119945,52195,12,10,748,0,0
22,82975,58577,48,2,393,0,0
50,85122,43655,6,30,300,0,0
56,83300,61929,12,10,765,1,1
68,103308,4295,36,23,557,0,1
53,76665,51752,6,26,436,0,0
39,63650,29827,60,6,459,0,0
28,95448,7793,36,7,806,0,1
31,54059,52656,60,11,576,0,0
27,60248,58907,36,0,635,0,1
47,128532,59692,12,16,466,1,0
36,124936,9255,36,6,761,0,1
66,38412,13247,48,2,684,0,1
23,31789,5571,24,3,451,1,0
60,123936,52758,24,6,524,1,0
35,72975,56799,12,6,805,1,1
64,128213,54007,48,31,449,1,0
55,108324,28972,6,3,615,0,1
63,29529,69594,12,43,441,1,0
46,120957,21905,6,10,818,0,1
18,92140,63736,60,0,677,0,0
30,79951,62182,24,7,501,0,0
70,50185,14342,12,46,819,0,1
18,114599,13223,60,0,596,1,0
66,80969,39975,12,25,410,1,0
23,44327,10617,36,1,347,1,0
30,84021,61430,24,7,519,1,0
35,64351,44441,60,16,809,1,0
53,132999,13073,60,3,686,1,0
59,62395,55789,24,34,308,1,1
32,74617,35327,36,9,792,0,1
24,50966,38942,6,4,361,0,0
70,20274,48111,24,23,395,0,0
20,18074,1509,24,0,415,1,0
48,11519,27364,6,2,412,0,0
36,114939,27159,60,1,672,0,1
59,58871,1483,60,31,461,0,1
55,98691,31283,48,12,448,1,0
66,62459,18537,36,14,411,0,1
24,59860,21652,24,4,606,1,1
31,91858,34699,6,1,321,1,0
67,134043,65233,24,38,583,0,1
68,66235,41839,6,7,644,1,0
45,137857,67438,60,0,348,1,0
53,146498,3138,48,4,764,1,1
36,73126,45753,60,6,713,1,1
25,142672,29191,36,5,516,0,1
69,58396,7973,6,6,478,1,0
53,143815,17891,12,32,658,1,1
24,39382,56056,36,3,377,0,0
27,27204,7818,12,8,545,0,0
58,79125,63085,12,15,627,1,0
58,78269,10843,24,27,593,0,1
32,139976,18721,12,14,711,1,1
57,148775,11273,36,17,513,0,1
26,95454,59032,6,2,759,1,1
34,57515,44429,24,10,745,1,1
18,129363,66471,12,0,511,1,0
68,66435,45189,36,19,654,0,0
34,136079,63035,12,16,840,0,0
43,106379,7064,12,6,502,0,1
61,125045,1291,6,34,721,0,1
47,73236,20650,24,3,709,1,1
19,13519,55369,60,0,596,1,0
48,103059,3570,36,21,709,0,1
41,63631,36814,12,16,317,1,0
49,90599,36930,12,1,397,0,0
51,86312,9482,36,31,382,1,0
29,19848,28170,12,7,698,1,0
19,68181,35934,24,1,452,0,1
51,47047,43348,60,10,621,0,1
66,136337,27371,12,48,615,1,1
46,27784,69055,12,14,631,1,0
31,23575,57475,60,8,833,0,0
54,83358,64253,12,18,433,0,1
40,20155,30656,6,11,741,0,1
37,87817,47002,60,7,355,1,0
51,12858,47879,48,33,433,0,0
52,119475,65432,6,18,326,1,0
23,62319,65909,12,5,529,1,0
38,83830,27201,24,5,532,1,0
40,66583,56186,24,18,756,1,1
68,68991,3826,6,46,405,1,0
26,76274,35025,12,8,809,1,1
68,129926,1085,36,22,479,1,1
23,110314,42835,60,4,451,0,1
31,37302,20591,12,10,822,0,1
51,117700,49912,60,10,561,0,0
23,55630,52309,24,2,570,1,0
42,103619,38368,60,2,466,0,1
36,80885,58622,60,18,776,0,1
53,115238,12327,12,27,668,1,1
47,132794,31841,48,7,758,0,1
25,111277,44838,12,7,543,1,0
44,101617,64423,6,23,493,0,1
66,32003,60356,6,18,399,1,0
30,35837,65063,36,0,417,0,1
53,23532,61360,24,26,316,1,0
26,77254,9354,12,6,455,0,1
55,66613,52990,48,32,684,1,0
29,36778,18660,6,3,538,0,0
68,137250,32169,60,46,529,1,0
48,118732,49745,36,4,405,0,0
67,112202,25273,60,22,712,1,0
41,36939,41275,6,11,479,1,0
66,69620,31539,36,40,585,1,0
35,130727,53546,6,15,343,0,0
35,28184,8445,36,3,317,1,0
51,63309,51406,12,7,423,0,0
63,88761,40265,60,11,508,0,0
52,56106,52076,60,16,352,0,1
52,135600,4672,24,25,622,0,0
53,64524,28904,60,5,309,1,0
27,96393,59748,60,4,419,1,0
65,43920,55413,12,39,615,1,0
25,55360,58958,24,2,504,0,0
42,136551,23992,12,17,813,1,1
57,149494,51290,12,1,724,0,1
21,104033,8235,6,2,682,0,0
58,35222,33026,36,11,790,0,1
18,131107,3673,36,0,563,0,0
68,89201,35016,36,20,414,0,1
60,119628,31414,6,10,688,1,1
35,17937,58898,6,6,830,0,0
31,93339,45367,48,4,716,0,1
34,76297,21352,24,8,549,1,1
18,43717,54211,12,0,557,0,0
34,30771,22112,6,12,493,1,1
36,94485,12945,48,13,602,1,1
60,94714,58082,60,23,796,1,0
43,72113,65778,36,0,390,0,0
36,131231,52815,60,17,545,1,0
68,134499,67006,60,3,324,0,0
29,138505,54212,48,4,300,0,1
33,100995,1254,12,9,681,0,1
37,82273,59223,60,18,622,0,1
53,30567,14169,6,2,372,1,0
37,107919,60794,24,19,347,0,0
69,65036,69285,60,26,807,1,0
44,65028,1824,12,21,431,0,1
28,27175,62050,36,3,523,0,0
43,29658,59830,60,13,502,1,0
22,123157,68218,12,0,799,1,0
57,104422,60256,36,27,814,1,1
29,48050,21268,24,7,578,0,0
37,105684,61338,60,11,517,0,0
33,87416,19703,12,15,789,0,1
20,118675,34296,24,1,677,1,0
66,60702,1363,60,46,352,0,0
38,70706,33342,12,5,513,0,1
42,80691,15290,24,2,762,0,1
23,100896,44750,6,1,811,1,1
22,67422,6406,6,3,708,1,0
63,138734,28292,60,25,608,1,0
61,90891,33065,48,33,673,0,1
48,99530,11729,12,21,597,1,0
63,90490,12644,24,18,753,0,1
25,52673,38119,36,6,755,1,0
48,11639,69925,12,15,495,1,0
30,124608,30695,36,10,558,0,1
30,106066,68011,6,7,337,0,0
33,106742,30538,24,2,337,1,0
49,18491,53356,6,3,776,0,0
64,36006,47105,6,45,760,0,0
21,129089,56331,36,3,601,0,1
62,89092,27793,12,26,504,1,0
40,100091,18050,60,10,403,1,1
30,99139,61910,60,12,481,1,0
66,106905,33000,60,29,584,1,0
47,120571,56115,36,5,363,0,1
70,12614,63264,60,27,780,0,0
51,21239,31910,6,21,384,0,0
24,63383,8579,24,2,339,0,0
21,86910,45986,12,2,362,1,0
20,42428,53497,6,2,448,1,0
34,137762,22773,36,2,667,1,0
63,9327,56142,12,16,358,0,0
41,62546,20283,60,15,305,0,0
28,37801,41956,48,8,596,0,0
34,143771,40538,24,10,618,0,1
25,16303,26836,48,7,844,1,1
34,114535,40843,60,8,385,0,1
35,74028,14274,60,0,309,1,0
61,134391,48694,48,34,453,1,1
42,38349,9874,36,0,362,0,1
20,26924,11792,36,2,396,1,0
39,61770,41318,48,10,407,0,0
47,121526,60304,60,4,726,1,1
65,122710,26150,12,46,468,1,0
51,143484,33659,36,0,568,0,1
66,28856,12514,48,28,521,0,0
18,23446,47948,6,0,380,1,0
45,62546,26553,36,7,313,1,0
42,55604,56974,12,6,666,0,1
43,52463,61613,36,15,376,0,0
49,145270,20778,60,24,552,1,0
46,86252,51770,60,5,317,1,0
45,58894,42845,60,24,664,1,0
41,50529,51665,36,6,642,0,1
47,103299,12013,60,10,387,0,0
41,47591,54239,12,17,452,1,0
62,64928,41357,12,10,819,1,1
55,36526,39398,12,4,665,1,0
39,21518,43852,48,10,404,1,0
50,67698,44009,60,17,583,0,1
22,84396,30105,36,3,468,1,1
57,32679,48042,60,38,700,0,1
42,91678,33495,6,5,617,0,1
38,12612,57088,60,4,634,0,0
53,90841,23678,12,31,373,0,1
66,112966,42712,12,21,410,0,1
45,9422,3263,6,8,545,1,0
61,126770,59420,6,42,415,1,0
40,27109,67427,60,8,735,1,0
65,81129,44717,48,36,700,0,1
39,142069,51451,24,20,452,0,1
55,78747,59009,12,14,392,1,0
50,93408,5392,24,27,701,1,1
70,142247,22918,12,44,555,0,0
28,67410,29999,48,8,790,0,1
56,142010,33935,48,35,800,1,1
37,101492,43148,36,17,799,0,1
43,61061,15039,60,3,463,1,0
67,84800,37387,60,22,480,1,0
45,17888,50497,12,24,570,0,0
53,84235,51191,24,19,466,1,0
35,104670,12851,48,15,675,1,0
26,141361,59561,6,7,692,1,0
